,answer_id,participant_id,question_id,news_agency,keywords,comment_selection_id,comment_text,recommendation_method,comment_id,good_recommendation
158,159,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Lol...wow...the nerve of the guy. Trump constantly lies and attacks fellow Republicans and you people start whining the second anyone says something you dont like. Typical. This is the precise reason 60% of voters will never vote for the guy. Trump hasnt had electoral success since 2016. He lost to a cadaver, is losing to a cadaver, and 2022 showed how unpopular he is. Yea...Im the moron",news-agency,14,False
159,160,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",30,"AGW believers' suggestion that there's a real danger is based on their false assumption that they know a lot about the situation. And some people blindly trust those scientists because they are successful in their propaganda, not because of the scientific facts. And using their fictional narrative they try to change the lives of the whole earth's population. It's really scary - having no proof, not knowing what's going on, putting as a evidence not even a guess but just a desired explanation for their action - they want to start some imagined fight affecting existence of billions of people. They are not prudent.  Prudent is the real science and not shouting down your opponents. Immeasurably Irresponsible and dangerous - that's what those ""believers"" are.Those scientists cannot predict what will happen in 5-10 years. They don't know the nature's secrets and have no idea how the nature works. But they insist that their incomplete and totally unreliable models can tell what will happen in a hundred years. It's not just an arrogance, it's a fraud.http://www.nytimes.com/2016/03/16/science/global-warming-climate-change-...http://www.bbc.com/earth/story/20140916-the-corals-that-come-back-from-t...http://www.nytimes.com/2016/08/16/science/coral-reef-climate-change.html...",news-agency,90,True
160,161,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",30,"Climate change is real. Its been happening continuously for the 4.5 billion years the planet earth has existed. Anthropologic Climate change (caused by humans) is not real. Modern humans have only existed for a few tens of thousands of years, and the industrial revolution is only a couple hundred years old.",news-agency,89,True
161,162,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",30,That is extremely ignorant. Climate change and its cause has already been verified. It happened over 35 years ago.,news-agency,88,True
162,163,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",news-agency,59,False
163,164,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"      It's not exactly sufficient simply to pin a racist tag on all of Trump supporters.  A lot of Trump supporters voted for him because they continue to be infuriated by what they perceive as the moral chaos of the Democratic left.   The problem is that some of his supporters do not perceive that the deep cynicism of his politics is based on his passion for self-glorification, the utter debasement of his pretentious manipulation of the religious right.  These people are victims of their own self-deception.  It is, however, true that a big portion of his supporters--who knows what fraction?--actually share the cynicism, including the racism.  This is what makes a serious analysis of his political support so maddeningly complex and insidious.      ",news-agency,60,False
164,165,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,"Nikki just told us on the FOX town hall tonight that while Trump broke things, she will fix them.",random,48,False
165,166,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"Based on your stereotypes of Trump, you have obviously bought into the fake press Washington narrative about Trump saying there are fine white supremacists even though he said exactly the opposite. Just like he said to go to the Capitol peacefully and patriotically to have your voices heard. The Washington press has been inbreeding with the Washington insiders for a hundred years. They no longer act as an honest and objective press to keep the government honest, Instead, they now act as the propaganda arm meant to turn all of the power and money and control over to the powerful. That is why they also supported sweeping fraud claims and calls for audits of the contested states under the rug without ever shining a light on them. You should be ashamed of pushing the the fake race bs that does nothing but divide America into racial groups. If you guys would stop playing sick race games we could actually come together as one human race and one nation. Wake up.",news-agency,58,False
166,167,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Shes toast.,random,47,False
167,168,4,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Like Obama or Hillarys book sales.,random,46,False
168,169,4,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"It amazes me that any segment of our society considers forced gestation-- essentially, giving up a woman's right to control her own body and allowing another ""person"" to control it-- is acceptable.  Forced gestation is slavery.  We don't even force dead people to allow others to use their bodies, even if it will save their lives.  Why do you think women should have fewer rights than dead people? Think about it. ",random,18,True
169,170,4,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"If Medicare and Title X reimbursement were not available to patients of PP, PP would either be unable to do the procedure or would, in some cases, charge less money (and take the hit themselves).  Money would not be diverted from the provision of abortions and thus the provision of Medicare and Title X funds doesn't free money for abortions.  Where funds can't be transferred, they aren't fungible.  Your fungibility argument is simplistic and ill-considered.""Finally, your argument presupposes that abortions are available only via PP and nowhere else, a false assumption on its face. ""Your position is ill-informed.  Although PP only does a third of abortions, they are often the only local non-profit provider and can service poorer people that for-profit small clinics can't.  Further, it has been shown that when PP clinics close, other places don't pick up the slack, further substantiating that women who go to it for its services, including abortion, may not have a plethora of alternatives.  Thus, many women would be forced to carry a fetus to term.http://www.vox.com/2015/9/24/9373721/planned-parenthood-go-somewhere-else",news-agency,30,False
